LexFound,IsHS
သူပုန်,0
စစ်ခွေး,0
စစ်ခွေး,0
သူပုန်မ,0
အကြမ်းဖက်,0
သူခိုး,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,1
သူပုန်,0
ဗမာတွေ,1
သူပုန်,0
AAသူပုန်,1
သူခိုး,0
သူခိုး,0
နီပေါ,0
အောက်တန်းစား,0
အောက်တန်းကျ,0
သူပုန်,0
ဗမာတွေ,0
AAသူပုန်,1
အကြမ်းဖက်,0
ဗမာတွေ,1
သူခိုး,0
အကြမ်းဖက်,1
သူပုန်,0
သူပုန်,0
ဗမာတွေ,1
သူပုန်,0
သူပုန်,0
သူပုန်,0
AAသူပုန်,1
သူခိုး,1
သူပုန်မ,0
အကြမ်းဖက်,1
စစ်အာဏာရှင်,1
အမျိုးယုတ်,0
စစ်ခွေး,1
သူခိုး,0
AAသူပုန်,1
စစ်အာဏာရှင်,0
သူပုန်မ,0
ရွာသား,1
ဗမာစစ်တပ်,1
အကြမ်းဖက်,1
အကြမ်းဖက်,0
သူခိုး,0
အကြမ်းဖက်,0
ငလူး,0
အကြမ်းဖက်,0
အောက်တန်းကျ,1
အကြမ်းဖက်,0
သူပုန်,0
အကြမ်းဖက်,1
အကြမ်းဖက်,0
ဝူဟန်,0
ဝူဟန်,1
ဝူဟန်,1
တောသား,0
ဝူဟန်,0
မွတ်,1
အကြမ်းဖက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အစွန်းရောက်,1
အစွန်းရောက်,0
မွတ်,0
အကြမ်းဖက်,0
ဗမာတွေ,0
သူပုန်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
စစ်ခွေး,1
စစ်ခွေး,1
ဖင်ယား,0
ဗမာစစ်တပ်,1
သူခိုး,0
ဗမာတွေ,0
မူဆလင်,1
ကုလားတွေ,1
အကြမ်းဖက်,0
နီပေါ,1
သူပုန်,0
စစ်ခွေး,0
သူပုန်,0
သူခိုး,0
ဗမာတွေ,0
အစွန်းရောက်,0
အကြမ်းဖက်,0
စစ်အာဏာရှင်,0
စစ်ခွေး,0
ရွာသား,0
ရွာသား,0
ရွာသား,0
သူပုန်,0
ဗမာစစ်တပ်,0
မြို့သား,0
အောက်တန်းစား,0
စစ်ခွေး,0
မြို့သား,0
ဖင်ယား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အကြမ်းဖက်,0
စစ်ခွေး,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
မြေသြဇာ,0
ဝူဟန်,0
ဗမာတွေ,0
သူပုန်မ,0
ဗမာတွေ,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,1
အကြမ်းဖက်,0
အကြမ်းဖက်,0
AAသူပုန်,0
ဗမာတွေ,0
AAသူပုန်,0
ဗမာတွေ,0
သူခိုး,0
သူပုန်မ,0
သူပုန်,0
သူပုန်,0
သူပုန်,0
အကြမ်းဖက်,1
အကြမ်းဖက်,0
သူပုန်မ,0
အကြမ်းဖက်,1
အကြမ်းဖက်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
အောက်တန်းကျ,0
သူပုန်,1
အကြမ်းဖက်,0
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,0
ဖင်ယား,0
ဗမာတွေ,1
အကြမ်းဖက်,0
သူခိုး,0
ဗမာစစ်တပ်,1
AAသူပုန်,1
တောသား,1
ငလူး,0
AAသူပုန်,0
AAသူပုန်,1
AAသူပုန်,1
အကြမ်းဖက်,1
အကြမ်းဖက်,0
အမျိုးယုတ်,1
ဗမာစစ်တပ်,1
ကုလားတွေ,1
အောက်တန်းကျ,0
မွတ်,1
သူပုန်,1
မွတ်,1
သူပုန်မ,0
အကြမ်းဖက်,1
စစ်ခွေး,0
အကြမ်းဖက်,0
သူပုန်,0
ဗမာတွေ,1
စစ်ခွေး,0
ဗမာစစ်တပ်,0
သူခိုး,0
ဗမာတွေ,1
အကြမ်းဖက်,1
အကြမ်းဖက်,0
အကြမ်းဖက်,1
အကြမ်းဖက်,1
သောင်းကျမ်းသူ,0
ဗမာစစ်တပ်,1
သူပုန်,0
စစ်ခွေး,1
စစ်ခွေး,1
သူခိုး,1
စစ်ခွေး,1
အကြမ်းဖက်,0
အကြမ်းဖက်,1
သူပုန်,0
ငလူး,0
သူပုန်,1
အောက်တန်းစား,0
ကုလားတွေ,1
ကုလားတွေ,0
သူပုန်,0
အကြမ်းဖက်,0
ဗမာတွေ,1
သူခိုး,1
သူခိုး,0
သူပုန်,0
သူခိုး,0
အောက်တန်းကျ,0
အောက်တန်းကျ,0
အစွန်းရောက်,1
ဝူဟန်,0
အစွန်းရောက်,1
နီပေါ,0
အစွန်းရောက်,1
ကုလားတွေ,1
ဗမာတွေ,1
တောသား,0
နီပိန်း,1
အစွန်းရောက်,1
ဝူဟန်,0
စောက်တရုတ်,1
ဗမာစစ်တပ်,0
စစ်အာဏာရှင်,0
အမျိုးယုတ်,1
ဖွတ်သူခိုး,1
သူခိုး,0
ဖွတ်,1
ဖွတ်,0
မွတ်ကုလား,1
သူခိုး,0
စစ်အာဏာရှင်,0
ဖွတ်,0
နီပိန်း,1
အစွန်းရောက်,1
အစွန်းရောက်,0
သူခိုး,0
တောသား,0
သူပုန်,0
သူပုန်,0
ရွာသား,0
သူပုန်,0
ဗမာတွေ,0
ဗမာတွေ,0
သူပုန်,0
စစ်ခွေး,1
သူပုန်,0
သူပုန်,0
ဖင်ယား,0
သူခိုး,0
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,1
သူခိုး,0
ထောင်ထွက်,0
အကြမ်းဖက်,0
သူပုန်,0
ဗမာတွေ,0
အကြမ်းဖက်,0
စစ်ခွေး,1
အကြမ်းဖက်,0
ဗမာတွေ,0
ဗမာစစ်တပ်,1
အမျိုးယုတ်,1
နီပေါ,1
အောက်တန်းစား,0
ဖင်ယား,0
သူပုန်,0
သူခိုး,0
သူပုန်,0
အကြမ်းဖက်,0
သူပုန်,0
စစ်အာဏာရှင်,0
ဖင်ယား,0
အောက်တန်းကျ,0
နီပေါ,1
အစွန်းရောက်,0
ရွာသား,0
နီပိန်း,1
စစ်ခွေး,1
ခွေးသား,0
သူခိုး,0
ဖွတ်,1
သူခိုး,0
ခွေးသား,0
ဖွတ်,1
ဖွတ်,1
စစ်ခွေး,0
သူပုန်,0
ဖွတ်,1
သူပုန်,0
အကြမ်းဖက်,0
သူခိုး,1
အကြမ်းဖက်,0
ဝူဟန်,0
သူပုန်,1
စစ်ခွေး,1
သူခိုး,1
အကြမ်းဖက်,0
အကြမ်းဖက်,0
ထောင်ထွက်,0
အကြမ်းဖက်,0
သူပုန်,0
သူပုန်,0
မွတ်,0
သူခိုး,0
ကြံ့ဖွတ်,0
အကြမ်းဖက်,0
စစ်ခွေး,0
သူပုန်,0
ဗမာစစ်တပ်,0
ဗမာစစ်တပ်,1
သူပုန်,0
အစွန်းရောက်,0
သူပုန်,0
စစ်ခွေး,0
သူပုန်,0
ဗမာစစ်တပ်,0
အကြမ်းဖက်,0
ဗမာတွေ,0
သူခိုး,0
ခွေးဝဲစား,0
သူပုန်,0
အစွန်းရောက်,0
ငလူး,1
မွတ်,1
အစွန်းရောက်,1
အစွန်းရောက်,1
ခွေးသား,1
အစွန်းရောက်,0
ဖင်ယား,1
အကြမ်းဖက်,1
နီပေါ,0
အကြမ်းဖက်,0
အစွန်းရောက်,0
ကမ္ဘာ့ကပ်ရောဂါကြီး,0
သူခိုး,0
စစ်ခွေး,1
အကြမ်းဖက်,0
သူခိုး,1
AAသူပုန်,1
အမျိုးယုတ်,0
အစွန်းရောက်,1
အစွန်းရောက်,1
ဗမာတွေ,1
AAသူပုန်,1
သူပုန်,1
သူပုန်,0
သူပုန်,1
သူပုန်,0
သူပုန်,0
သူပုန်,0
သူပုန်,0
AAသူပုန်,1
သူခိုး,1
နီပိန်း,0
အမျိုးယုတ်,0
ကုလားတွေ,1
စစ်ခွေး,1
ဗမာစစ်တပ်,0
သူခိုး,0
သူပုန်,1
ဗမာစစ်တပ်,0
စစ်ခွေး,1
နီပေါ,0
စစ်ခွေး,1
ရွာသား,0
ဗမာတွေ,0
စစ်ခွေး,1
သူပုန်,1
သူပုန်,0
သူပုန်,1
ရွာသား,0
သူပုန်,0
ရွာသား,0
သူပုန်,0
ရွာသား,0
သူခိုး,1
AAသူပုန်,1
သူပုန်,0
အကြမ်းဖက်,1
ရွာသား,0
ရွာသား,0
သူပုန်,0
အကြမ်းဖက်,1
ဗမာတွေ,1
ရွာသား,0
ရွာသား,0
သူပုန်,0
ကုလားတွေ,1
ရွာသား,0
တောသား,0
စစ်ခွေး,1
ရွာသား,0
စစ်ခွေး,0
စစ်ခွေး,1
အောက်တန်းကျ,0
ရွာသား,0
ဗမာစစ်တပ်,0
သူပုန်,0
ရွာသား,0
စစ်ခွေး,1
စစ်ခွေး,1
ဗမာတွေ,0
ဗမာတွေ,0
အကြမ်းဖက်,0
စစ်ခွေး,1
သူပုန်,1
သူပုန်,0
ဖွတ်,0
ခွေးသား,0
စစ်ခွေး,0
ရွာသား,0
သူခိုး,1
ဗမာတွေ,0
သူပုန်,1
ရွာသား,0
သူပုန်,0
သူပုန်,0
ရွာသား,0
ဗမာစစ်တပ်,1
သူခိုး,0
ဗမာစစ်တပ်,1
စစ်ခွေး,0
စစ်ခွေး,1
နီပိန်း,0
ရွာသား,0
ရွာသား,0
သူပုန်,0
ရွာသား,0
သူပုန်,0
သူခိုး,0
ရွာသား,0
အစွန်းရောက်,0
ခွေးသား,0
ရွာသား,0
အစွန်းရောက်,0
ရွာသား,1
ခွေးသား,0
ခွေးသား,0
အစွန်းရောက်,0
သူခိုး,1
အောက်တန်းကျ,0
သူခိုး,0
ဖင်ယား,0
ထောင်ထွက်,0
ခွေးသား,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ဗမာစစ်တပ်,1
ခွေးသား,0
စစ်ခွေး,1
သူပုန်,0
စစ်ခွေး,1
စစ်ခွေး,1
သူပုန်,0
သူပုန်,0
တောသား,0
သူခိုး,0
စစ်ခွေး,1
ရွာသား,0
အစွန်းရောက်,0
ဗမာစစ်တပ်,1
ဗမာတွေ,0
တောသား,0
နီပိန်း,0
ရွာသား,0
ခွေးသား,0
အကြမ်းဖက်,0
ဗမာစစ်တပ်,0
ဗမာတွေ,1
စစ်ခွေး,1
ခွေးသား,0
သူပုန်,0
တောသား,0
သူခိုး,0
စစ်အာဏာရှင်,0
ဖွတ်,0
ဖင်ယား,0
ဖွတ်,1
ဖွတ်,0
ဖွတ်,0
ဖွတ်,0
ခွေးသား,0
အစွန်းရောက်,0
ရွာသား,0
AAသူပုန်,0
အကြမ်းဖက်,0
မျိုးဖြုတ်,0
အကြမ်းဖက်,0
ဖင်ယား,0
အောက်တန်းစား,0
အကြမ်းဖက်,0
အောက်တန်းစား,0
ဖင်ယား,0
နီပေါ,1
ဗမာစစ်တပ်,1
ဖွတ်,0
မွတ်,0
ဝူဟန်,0
မြို့သား,0
သူပုန်,0
သူပုန်,0
ဖင်ယား,0
သူပုန်,0
AAသူပုန်,0
ဗမာတွေ,1
အစွန်းရောက်,0
သူပုန်,0
သူခိုး,0
ဗမာတွေ,1
အောက်တန်းစား,0
အပြုတ်တိုက်,0
စစ်ခွေး,0
စစ်ခွေး,0
သူပုန်,0
သူခိုး,0
ဗမာစစ်တပ်,0
ဗမာတွေ,0
အကြမ်းဖက်,0
သူပုန်,0
သူပုန်,0
ဗမာတွေ,0
သူပုန်,0
သူပုန်,0
ဗမာတွေ,0
စစ်ခွေး,0
သူပုန်,0
ဗမာတွေ,0
အစွန်းရောက်,1
သူပုန်,0
အကြမ်းဖက်,0
သူပုန်,0
စစ်အာဏာရှင်,0
အပြုတ်တိုက်,0
ထောင်ထွက်,0
အစွန်းရောက်,0
စစ်ခွေး,1
နီပေါ,0
သူပုန်,0
ဖင်ယား,0
ခွေးသား,0
ဖင်ယား,1
ဖင်ယား,1
အောက်တန်းစား,1
သူခိုး,0
သူခိုး,0
သူခိုး,0
တောသား,1
အောက်တန်းကျ,0
သူခိုး,0
မြို့သား,0
ဝူဟန်,1
ဝူဟန်,0
ဖင်ယား,1
သူပုန်,0
အကြမ်းဖက်,1
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,1
သူပုန်,0
ဝူဟန်,0
ဖွတ်,1
သူပုန်,1
မျိုးဖြုတ်,1
ဝူဟန်,0
သူခိုး,0
ဝူဟန်,0
သူခိုး,0
ခွေးသား,1
ဝူဟန်တရုတ်,1
ဖင်ယား,0
ခွေးသား,0
ဖင်ယား,0
ခွေးသား,0
ခွေးသား,0
အမျိုးယုတ်,0
ခွေးသား,0
ခွေးသား,0
တောသား,0
ငလူး,0
သူခိုး,0
ဖွတ်သူခိုး,1
အောက်တန်းစား,0
နီပေါ,1
သူခိုး,0
နီပေါ,0
ခွေးသား,0
ဖွတ်,0
ဖွတ်,0
ဖွတ်,0
ခွေးသား,0
ခွေးသား,0
အစွန်းရောက်,0
ဖွတ်,0
ငလူး,0
ခွေးသူတောင်းစားခွေး,0
တောသား,0
သူပုန်,0
သူပုန်,0
စစ်ခွေး,1
ဖင်ယား,0
ခွေးသား,0
သူပုန်,0
သူပုန်,0
စစ်ခွေး,0
အကြမ်းဖက်,0
စစ်အာဏာရှင်,0
သူပုန်,0
AAသူပုန်,0
သူပုန်,0
သူပုန်,0
စစ်အာဏာရှင်,1
သူပုန်,0
စစ်အာဏာရှင်,0
ခွေးသား,0
အစွန်းရောက်,0
ဗမာတွေ,1
ထောင်ထွက်,0
စစ်ခွေး,1
ဝူဟန်,0
စစ်ခွေး,0
မူဆလင်,1
ရွာသား,0
သူခိုး,0
ငလူး,0
ဝူဟန်,0
သူပုန်,1
ဗမာတွေ,1
သူခိုး,0
ဝူဟန်,0
ဝူဟန်,0
အစွန်းရောက်,1
ခွေးသား,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ခွေးသား,0
ဗလီတွေ,0
နီပေါ,1
ဖင်ယား,0
နီပိန်း,1
နီပေါ,1
ဖွတ်,1
ခွေးသား,0
သူခိုး,0
နီပေါ,1
နီပိန်း,0
ထမီခြုံ,0
နီပေါ,1
ကုလားတွေ,0
ဖင်ယား,0
သူခိုး,0
ခွေးသား,0
သူခိုး,0
ခွေးသား,0
ခွေးသား,0
ခွေးသား,0
အောက်တန်းကျ,0
ဖင်ယား,0
အမျိုးယုတ်,0
ခွေးသား,0
သူခိုး,0
ခွေးသား,0
သူခိုး,0
ခွေးသား,0
ခွေးသား,0
ခွေးသား,0
ခွေးသား,0
သူခိုး,1
စစ်ခွေး,0
အစွန်းရောက်,0
စစ်ခွေး,0
နီပိန်း,0
သူခိုး,0
ဝူဟန်,0
ကုလားတွေ,0
ဗမာစစ်တပ်,1
မြို့သား,0
သူပုန်,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းကျ,0
ရွာသား,0
ခွေးသား,0
အောက်တန်းကျ,1
ဗမာတွေ,0
သူပုန်,0
သူခိုး,0
သူခိုး,0
သူပုန်,0
စစ်ခွေး,0
စစ်ခွေး,0
စစ်ခွေး,0
သူခိုး,0
သူခိုး,0
စစ်အာဏာရှင်,0
ဗမာစစ်တပ်,1
သူခိုး,0
အောက်တန်းကျ,0
အကြမ်းဖက်,1
အကြမ်းဖက်,1
သူပုန်,0
ဗမာတွေ,0
ကုလားတွေ,1
ဖွတ်,0
ဖွတ်,0
ခွေးသား,0
ဗမာတွေ,0
အောက်တန်းစား,0
သူခိုး,0
အောက်တန်းကျ,0
စစ်ခွေး,0
သူခိုး,0
သူခိုး,0
စစ်ခွေး,0
စစ်ခွေး,0
စစ်ခွေး,0
အကြမ်းဖက်,0
စစ်ခွေး,0
စစ်ခွေး,0
စစ်ခွေး,0
တောသား,0
အစွန်းရောက်,0
တောသား,0
သူပုန်,0
သူခိုး,0
သူခိုး,0
ဖွတ်သူခိုး,0
အစွန်းရောက်,0
AAသူပုန်,0
ထမီခြုံ,0
သူပုန်,0
အောက်တန်းကျ,0
ဖင်ယား,0
ခွေးသား,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းကျ,0
ဘင်္ဂါလီ,0
ကုလားတွေ,0
ဘင်ဂါလီ,0
သူပုန်,0
ရွာသား,0
ရွာသား,0
ခွေးသား,0
ဘင်ဂါလီ,0
အောက်တန်းစား,1
ဘင်ဂါလီ,0
ဘင်ဂါလီ,0
ဘင်ဂါလီ,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
ဘင်ဂါလီ,0
အကြမ်းဖက်,0
သူခိုး,0
အောက်တန်းစား,0
ဘင်္ဂါလီ,0
ဘင်္ဂါလီ,1
ရွာသား,0
ဖွတ်,0
မွတ်ကုလားတွေ,1
အောက်တန်းကျ,0
အောက်တန်းကျ,0
အောက်တန်းစား,0
ကုလားတွေ,1
ဗမာတွေ,1
အောက်တန်းကျ,0
စစ်ခွေး,1
အောက်တန်းကျ,1
စစ်ခွေး,1
စစ်ခွေး,1
သူပုန်,0
စစ်ခွေး,1
ခွေးသား,0
ငလူး,0
ဖွတ်,1
ဖင်ယား,0
ဖွတ်,0
သူပုန်,0
ငှက်နီ,1
အစွန်းရောက်,0
ဖင်ယား,0
အောက်တန်းစား,0
ဖင်ယား,0
တောသား,0
ဖွတ်,1
ဖွတ်,0
စစ်ခွေး,0
စစ်ခွေး,0
မွတ်,1
AAသူပုန်,0
သူခိုး,0
ခွေးသား,0
သူပုန်,0
ဘင်္ဂါလီ,0
သူပုန်,0
အစွန်းရောက်,0
ဘင်္ဂါလီ,1
နီပေါ,0
ဖွတ်သူခိုး,0
အောက်တန်းစား,0
အောက်တန်းကျ,0
သူခိုး,0
ဝူဟန်,0
အစွန်းရောက်,1
အစွန်းရောက်,0
မြို့သား,0
စစ်အာဏာရှင်,0
ဖင်ယား,0
အစွန်းရောက်,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းကျ,0
ဝူဟန်,0
စစ်ခွေး,0
သူပုန်,0
သူပုန်,0
တောသား,0
သူပုန်,0
အကြမ်းဖက်,0
သူပုန်,0
ခွေးဝဲစား,0
အောက်တန်းကျ,0
ခွေးဝဲစား,0
အောက်တန်းကျ,0
ခွေးသား,1
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,1
စစ်ခွေး,1
ဖင်ယား,0
ဖင်ယား,1
စစ်ခွေး,0
ဖင်ယား,0
ငှက်နီ,0
တောသား,0
ဖင်ယား,0
တောသား,0
ငလူးပဲ,0
စစ်ခွေး,1
ဗမာစစ်တပ်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
အစွန်းရောက်,0
သူခိုး,0
အောက်တန်းကျ,0
အောက်တန်းကျ,0
AAသူပုန်,0
ခွေးသား,0
သူခိုး,0
သူခိုး,0
ထမီခြုံ,1
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
မွတ်,0
ဖင်ယား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,1
ဝူဟန်,0
ဝူဟန်,0
သူခိုး,0
စစ်ခွေး,1
သူပုန်,0
သူပုန်,0
ဗမာတွေ,0
အစွန်းရောက်,0
အစွန်းရောက်,0
ဗမာတွေ,0
အစွန်းရောက်,0
ဝူဟန်,0
မြို့သား,0
တောသား,0
တောသား,0
ဝူဟန်,0
တောသား,0
မြို့သား,0
ဝူဟန်,0
တောသား,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
သူပုန်,0
စစ်ခွေး,1
AAသူပုန်,0
သူပုန်,0
သူပုန်,0
အကြမ်းဖက်,1
ဗမာတွေ,0
သူပုန်,0
သူပုန်,0
AAသူပုန်,0
သူပုန်,0
ဗမာတွေ,1
ဗမာစစ်တပ်,1
မွတ်,0
အစွန်းရောက်,1
အကြမ်းဖက်,0
စစ်ခွေး,1
စစ်ခွေး,1
သူပုန်,0
အကြမ်းဖက်,0
သူပုန်,0
ဖွတ်,0
သူပုန်,0
ရွာသား,0
တောသား,0
နီပေါ,0
အောက်တန်းကျ,1
တောသား,0
တောသား,0
အကြမ်းဖက်,0
တောသား,0
မူဆလင်,0
သူခိုး,1
သူပုန်,0
စစ်ခွေး,0
သူပုန်,1
သူပုန်,0
အကြမ်းဖက်,0
သူခိုး,0
ဗမာတွေ,0
ရွာသား,0
တောသား,0
တောသား,0
အောက်တန်းကျ,0
ရွာသား,0
စစ်ခွေး,0
ခွေးသား,0
တောသား,0
သူခိုး,0
သူပုန်,0
သူခိုး,0
သူပုန်,0
ထောင်ထွက်,0
သူခိုး,0
အောက်တန်းစား,0
အောက်တန်းစား,1
အောက်တန်းစား,1
အောက်တန်းစား,1
အောက်တန်းစား,1
စစ်ခွေး,1
အစွန်းရောက်,0
စစ်အာဏာရှင်,0
ဝူဟန်,0
ဝူဟန်,0
ခွေးသား,0
ခွေးသား,0
ခွေးသား,0
ခွေးသား,0
ငလူး,0
ခွေးသား,0
အောက်တန်းကျ,0
အောက်တန်းကျ,0
သူခိုး,0
သူခိုး,0
သူခိုး,1
ဖွတ်,0
စစ်ခွေး,0
ရွာသား,0
စစ်ခွေး,0
စစ်ခွေး,1
စစ်ခွေး,0
ဗမာစစ်တပ်,0
ဗမာစစ်တပ်,0
အကြမ်းဖက်,1
အကြမ်းဖက်,1
ဗမာစစ်တပ်,1
ဗမာစစ်တပ်,0
စစ်ခွေး,1
အကြမ်းဖက်,0
စစ်ခွေး,1
အကြမ်းဖက်,0
ဗမာစစ်တပ်,0
သူခိုး,0
အကြမ်းဖက်,0
စစ်ခွေး,0
ဗမာစစ်တပ်,1
အကြမ်းဖက်,1
ဗမာစစ်တပ်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
ဗမာစစ်တပ်,0
ဗမာစစ်တပ်,0
အကြမ်းဖက်,0
အောက်တန်းကျ,0
အောက်တန်းစား,0
စစ်ခွေး,1
အကြမ်းဖက်,1
စစ်ခွေး,0
အောက်တန်းကျ,0
အကြမ်းဖက်,0
စစ်ခွေး,0
စစ်ခွေး,0
အကြမ်းဖက်,0
ခွေးသား,0
ဗမာစစ်တပ်,0
အကြမ်းဖက်,0
အကြမ်းဖက်,0
ဗမာတွေ,0
အကြမ်းဖက်,0
ရွာသား,0
အကြမ်းဖက်,0
သူပုန်,0
သူခိုး,0
သူပုန်,0
ခွေးသား,0
သူပုန်,0
ခွေးသား,0
သူခိုး,0
သူပုန်,0
AAသူပုန်,0
စစ်ခွေး,0
အောက်တန်းကျ,0
သူပုန်,0
ခွေးသား,0
ဗမာတွေ,0
ခွေးသား,0
သူခိုး,0
မျိုးဖြုတ်,0
အစွန်းရောက်,0
မြို့သား,0
အစွန်းရောက်,0
ခွေးသား,0
စစ်ခွေး,0
သူခိုး,0
သူခိုး,0
ဖွတ်,1
ဘင်္ဂါလီ,1
ဖွတ်,0
အစွန်းရောက်,0
အစွန်းရောက်,0
အကြမ်းဖက်,0
အစွန်းရောက်,0
အောက်တန်းစား,0
တောသား,0
ကုလားတွေ,1
ခွေးသား,1
တောသား,0
သူပုန်,0
သူပုန်,0
သူပုန်,0
ဗမာစစ်တပ်,0
အမျိုးယုတ်,0
ဖင်ယား,1
အကြမ်းဖက်,0
စစ်ခွေး,0
စစ်ခွေး,0
ရွာသား,0
အကြမ်းဖက်,0
ငလူး,0
မွတ်,0
အောက်တန်းကျ,0
ဗမာစစ်တပ်,0
ဗမာစစ်တပ်,0
ဗမာစစ်တပ်,1
သူပုန်,0
သူပုန်,0
စစ်ခွေး,0
အကြမ်းဖက်,0
သူခိုး,0
စစ်ခွေး,0
ခွေးဝဲစား,0
ခွေးသား,0
ဗမာစစ်တပ်,0
ဘင်ဂါလီ,1
အကြမ်းဖက်,1
အကြမ်းဖက်,0
စစ်ခွေး,1
ဗမာစစ်တပ်,0
စစ်ခွေး,0
ဗမာတွေ,0
စစ်ခွေး,0
သူပုန်,0
အောက်တန်းကျ,0
ဗမာစစ်တပ်,0
စစ်ခွေး,1
ရွာသား,1
အမျိုးယုတ်,0
ဗမာစစ်တပ်,0
အောက်တန်းစား,0
အစွန်းရောက်,0
ဗမာတွေ,0
ဗမာစစ်တပ်,0
ဗမာစစ်တပ်,0
အပြုတ်တိုက်,1
ဘင်္ဂါလီ,1
ခွေးဝဲစား,0
အကြမ်းဖက်,0
စစ်ခွေး,0
အကြမ်းဖက်,0
သူပုန်,0
ကုလားတွေ,0
သူခိုး,0
သူပုန်,0
သူပုန်,0
ရွာသား,0
ဘင်္ဂါလီ,0
စစ်ခွေး,0
သူပုန်,0
သူခိုး,0
အကြမ်းဖက်,0
ဗမာစစ်တပ်,0
ခွေးသား,0
ဗမာစစ်တပ်,0
သူခိုး,0
ရခိး,0
လူရိုင်း,0
ဗမာစစ်တပ်,0
သူပုန်,0
ထမီခြုံ,0
ဗမာစစ်တပ်,0
ဘိန်းစား,0
သူပုန်,0
ဘင်ဂါလီ,1
သူခိုး,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
သူခိုး,0
ခွေးဦးနှောက်,0
သူခိုး,0
တောသား,0
ခွေးသား,0
ကုလားတွေ,0
ဖွတ်,0
သူခိုး,0
စစ်ခွေး,0
ခွေးသား,0
ကုလားတွေ,0
ခွေးသား,0
သူခိုး,0
ရွာသား,0
ရွာသား,0
ရွာသား,0
ရွာသား,0
စစ်ခွေး,0
စစ်ခွေး,0
ငလူး,0
အောက်တန်းစား,0
အောက်တန်းကျ,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းစား,1
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
ငလူး,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
ငလူး,0
ငလူး,0
ဝူဟန်,0
ဝူဟန်,1
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ထောင်ထွက်,0
အောက်တန်းစား,1
အောက်တန်းစား,1
ငလူး,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ငလူး,0
အောက်တန်းစား,0
အောက်တန်းစား,0
အောက်တန်းစား,0
ငလူး,0
ငလူး,0
ငလူး,0
ထောင်ထွက်,0
အောက်တန်းစား,0
အောက်တန်းကျ,0
ဝူဟန်,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
မြို့သား,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
ဝူဟန်,0
