IsPost,LexFound,postId,cId,nId,MsgUniSeg,NewHSWordInSentence,IsCOVID19,IsHS,IsHSL,IsDangerous,Remarks,PostURL,CommentURL,CovFound,date,time,ProfileUrl
FALSE,အစွန်းရောက်~ဗမာတွေ,20200717_0014,8471,0,တိုင်းရင်းသားတွေကဘာလို့ခွဲထွက်ချင်ရတာလဲ ပြည်ထောင်စုသမ္မတမြန်မာနိုင်ငံတော် ပြည်နယ်တွေလူမျိုးတွေစုပြီးနိုင်ငံထောင်ထားတာ ငါလူမျိုးဆိုပြီးခွဲထွက်လို့မရဘူးလေ စော်ဘွားတွေကအာ့လိုလုပ်ဖို့စိတ်မပါဘူးတဲ့လား ဗမာဘုရင်တွေကရှမ်းတွေတော်လာတော့ ပုန်ကန်မှာစိုးလို့နှိမ်ထားခဲ့တယ် ရာထူးပေးရွေ့သော်လည်းကောင်း အာဏာနဲ့သောလည်းကောင်းပေါ့ ရှင်းရှင်းပြောရင်သီပေါမင်းအမေက သီပေါစော်ဘွားရဲ့သမီး အာ့လို့မျိုးအာဏာနဲ့လုပ်တာကိုမကျေနပ်လို့ပုန်ကန်ချင်ကြတာ အင်္ဂလိပ်စစ်ပွဲမှာစော်ဘွားတွေကဗမာဘုရင်နဲ့ပေါင်းပြီးကာကွယ်ခဲ့ကြတယ် လွတ်လပ်ရေးရလို့သီပေါစော်ဘွားစဝ်ကြာဆိုင်ကရှမ်းပြည်ကိုစော်ဘွားရဲ့သားမို့စော်ဘွားဖြစ်ရမယ်လို့မလုပ်ရဘူး ပြည်သူရွေးတင်တဲ့ဒီမိုကရေစီစနစ်နဲ့တင်ရမယ်လို့တောင်အကြံပြုခဲ့တယ် ဗိုလ်ချုပ်တွေ လူမျိုးခေါင်းဆောင်တွေမဟုတ်ဘူးလို့တောင်ပြောခဲ့တာ မြန်မာတစ်နိုင်ငံလုံးကိုအာ့လိုအုပ်ချုပ်ရေးစနစ်သုံးစေချင်တာ အာ့ကိုအကြံပြုမလို့ဦးနေဝင်းဆီသွားတော့လမ်းမှာအဖမ်းခံရပြီး သတင်းပါပျောက်သွားတာ ရှမ်းတွေကSSAနဲ့စပြီးပုန်ကန်ရောငါလဲရှမ်းကပြားဘဲ စော်ဘွားပြန်လိုချင်တာပေါ့ ဒါပေမဲ့မြန်မာနိုင်ငံကိုအာ့လိုလူမျိုးစွဲဝါဒစွဲစွန့်ပြီး အားလုံးကိုruleတစ်ခုနဲ့တည်ထောင်စေချင်တယ် အခုဟာကအားနေပုန်ကန်ဖို့ဘဲ ကရင်တွေကလဲဗမာတွေဆဲ ရခိုင်ကလဲဆဲ ရှမ်းကလဲဆဲနဲ့ပတ်လည်ရိုက်နေတာပြည်ထောင်စုနော် ပြီးတော့မြန်မာနိုင်ငံနော် ဗမာနိုင်ငံမဟုတ်ဘူး အစွန်းရောက်တိုင်းရင်းသားတွေသိဖို့အတူတူနေကြပါ ခွဲမထွက်ချင်ကြပါနဲ့,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/139272824461749,,2020-07-17,19:22:13,https://www.facebook.com/profile.php?id=100015983670847
FALSE,စစ်အာဏာရှင်~သူပုန်,20200717_0014,8563,0,ဗိုလ်ချုပ်ကပင်လုံစာချုပ်ချုပ်ပြီးနောက်ပိုင်း အသက်ခံရတယ်.အဲ့နောက် နုအက်တလီစာချုပ်မှ့သည် လွတ်လပ်ရေးရပြီးပြီးချင်း မင်းတို့ကရင်သူပုန်တချို့ပဲ ပြည်တွင်းစစ်ကိုမီးမွှေးရင် စစ်အာဏာရှင်စနစ်ပေါ်ပေါက်လာခဲ့ရတာ.(နာစရာရှိ့ မင်းတို့မျိုးနွယ်စု့ကိုနာသင့်တာ).ပင်လုံစိတ်ဓါတ်တွေ ခိုင်မာလာဖို့ ဗိုလ်ချုပ်ကြေးရုပ်စိုက်နေတာကို  ဘူမသိ့ကိုးမသိ့နဲ့ ဗမာလူမျိုးကြီးဝါဒရိုက်သွင်းနေတယ်ဆိုရအောင် ဒေါ်စု့က ကရင်စပ်မအိမ်လုံးရ..ဗိုလ်ချုပ်အောင်ဆန်းဖခင် ဦးဖါဆိုတာလဲ ချင်းစပ်ပဲမသိ့ရင်မှတ်ထား မအိမ်လုံးရေ...!,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/2750936361854499,,2020-07-17,20:31:47,https://www.facebook.com/profile.php?id=100022050981286
FALSE,ဗမာတွေ~စစ်အာဏာရှင်,20200717_0014,8971,0,သွေးနားထင်ရောက်တဲ့စော်ဘွားမျိုးတွေရယ် ဦးနေဝင်း လက်ထက် က အပစ်ခံရတုန်းက ကျုပ်တို့ဗမာတွေပါဗျ လူမျိုးတိုင်းအသားထဲက လောက်ဆိုတာရှိတယ် အဲ့လောက်ခံယူချက်ပြင်းနေပုံထောက်ရင် အဲ့တုန်းက ခွဲပေးဖို့ မပြောခဲ့တာလဲ ဆန္ဒပြတဲ့ထဲရှမ်းစော်ဘွားတွေမပါခဲ့လဲခင်ဗျားပြောတဲ့အဆင့်က အများကြီးလိုသေးတယ် စစ်အာဏာရှင်ကို အရင်တိုက်ပါ  ခင်ဗျားတို့လူမျိုးပဲ တိုက်လို့မရသလို ဗမာတွေ ပဲ တိုက်လို့မရဘူး စည်းလုံးမှ အမြစ်ပြတ်သုတ်သင်နိုင်မှာစစ်မှန်တဲ့ ဒီမိုကရေစီကိုဖော်ဆောင်ပြီးတရားဥပဒေ စိုးမိုးရင်လိုချင်တာသာတောင်းတော့ လူကြီးမို့ ပြောရလည်းကြပ်တယ်ခင်ဗျား အရင်သေမှာမို့ မပြောလဲ ခက်တယ်,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/636574650285485,,2020-07-18,0:34:25,https://www.facebook.com/profile.php?id=100000173092386
FALSE,ဗမာတွေ~ထန်းတောသားတွေ,20200717_0014,9002,0,မင်းတို့ဗမာတွေပဲ ကြိုက်တာတိုင်းရင်းသားတွေအတွက်တော့ တကယ်ကျေးဇူးမရှိပါဘူးကွန်မက်ရေးနေကြတဲ့ ထန်းတောသားတွေ စဉ်စားသေချာ,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/923626688106598,,2020-07-18,0:42:50,https://www.facebook.com/profile.php?id=100050091711983
FALSE,ဘိန်းစား~အောက်တန်းစား,20200717_0014,9090,0,အဲမအလ ကြီးက အသက်ကြီးတာသေခါနီးလို့ကြီးတာလား ထမင်းမစားပဲချီးစားပြီးကြီးခဲ့တာလား နိုင်ငံရေးကို အောက်တန်းစားအဆင့်နဲ့တော့လုပ်မစားနဲ့ ဗိုလ်ချုပ်ကျေးဇူးမရှိဘူးလို့ပြောရအောင် လွပ်လပ်လေးရတဲ့အချိန်မှာဘိန်းစားပြီး မယားငယ်နဲ့သွားအိပ်နေလို့ဖြစ်မယ် အဲငနဲကြီး,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/113215120318886,,2020-07-18,1:06:18,https://www.facebook.com/profile.php?id=100007636441192
FALSE,ခွေးသား~ဖွတ်,20200717_0014,9268,0,ခွေးသားမိုက်ရိုင်းလိုက်တာဖွတ်ဆီကဘယ်လောက်ရထားလဲ   ခွေးသား,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/176984263794575,,2020-07-18,1:50:56,https://www.facebook.com/profile.php?id=100004892148987
FALSE,သူခိုး~ဖွတ်,20200717_0014,9432,0,သတင်းမေးနေတဲ့ခွေးသူခိုးက နှပ်ကြောင်းပေးရင်း nld ကိုတိုက်ခိုက်ရင်းသတင်းကိုမေးတယ် ဟိုက ဖွတ်လက်ကိုင်ဒုတ် တိုင်းရင်းသားကိုယ်စားမပြုတဲ့ ပါတီ ဥက္ကဌဆိုသူက ဗိုလ်ချုပ်ပါမကျန်ထိုးချတိုက်ခိုက်တယ် သေချာတာတစ်ခုက သတင်းမေးနေတဲ့ငနွားရော ဖြေနေတဲ့သောက်ရူးရောဟာ ဖွတ်အုပ်စုနဲ့ တစ်ဖက်တည်း တစ်ကြိတ်တည်းတစ်ဥာဏ်တည်း သမားချည်းပဲဆိုတာ မမေ့နဲ့ တိုင်ပြည်ကို ချောက်ထဲ ပြန်ကျအောင်နည်းမျိုးစုံသုံးယုတ်မာနေတဲ့ ခွေးသူခိုးတွေ တူသောအကျိုး မြန်မြန်မြန်ပေးပါစေဗျာ,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/719787935484449,,2020-07-18,2:29:47,https://www.facebook.com/profile.php?id=100051857124213
FALSE,သူပုန်မ~သူပုန်,20200717_0014,10139,0,ဗိုလ်ချုပ်က ကတိအတိုင်းလိုက်လုပ်ရအောင်လွတ်လပ်ရေးရတဲ့နေ့အထိအသက်ရှင်နေတာလားနောက်တစ်ချက် မကြိုက်ရင်ခွဲထွက်ခွင့်တဲ့ ဟုတ်ပြီဒါဆိုဘာလို့ လွတ်လပ်နေရတာနဲ့ ရောင်စုံသူပုန်တွေထလာကျလဲ ခင်ဗျားတို့သာ တိုင်းပြည်ကိုမပုန်ကန်ခဲ့ဘူးဆိုရင် နေဝင်းဖြစ်လာစရာအကြောင်းမရှိဘူးသန်းရွှေကာကွယ်ရေးဦးစီးချုပ်မဖြစ်ဘူးမိုင်းလားကိုကြည့် နောက်ပြီးဝပြည်နယ်ကိုကြည့် အခုငြမ်းချမ်းရေးယူထားတဲ့ကရင်ပြည်နယ်ကိုကြည့် တိုးတတ်လာတာတွေ့လား ခင်ဗျားတို့က ဖယ်ဒရယ်ကိုလိုချင်တယ်ပြောတယ် အစကတည်းကသာ ရောင်စုံသူပုန်မထခဲ့ကျရင် အခုမြန်မာဆိုတာ ကမ္ဘာ့ထိပ်တန်းစာရင်းဝင်နေမှာ,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/1723036791169210,,2020-07-18,4:55:41,https://www.facebook.com/profile.php?id=100029579902500
FALSE,စစ်ခွေး~စစ်အာဏာရှင်,20200717_0014,10421,0,တိုင်းရင်းသားတွေကို သတ်ဖြတ်မဒန်ူကျင့်နေတာ အဲရုပ်ထုမဟုတ်ဘူးစစ်ခွေးစစ်အာဏာရှင်တွေလေစစ်ခွေးတွေကိုတော့ ခင်ဗျား သွားတောင်မတို့ရဲဘူးအဲဒါအမှန်တရားလား စောသန်းမြင့်,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/615439225770989,,2020-07-18,5:54:41,https://www.facebook.com/profile.php?id=100000992632207
FALSE,ခွေးဝဲစား~ဖင်ယား~အောက်တန်းစား,20200717_0014,10424,0,အခုမေးတဲ့ အကုန်သိက အတို့အထောင်မေးခွန်းနဲ့ ဖင်ယားနေတဲ့ အောက်တန်းစား မီဒီယာသမားရော... အခုဖြေနေတဲ့ သူတောင်းစားတိုင်းရင်းသားခေါင်းဆောင်ဆိုတဲ့ ခွေးဝဲစား ဒီ Video file ကိုကြည့်လိုက်။ မအိမ်လုံးကောင် ဗိုလ်ချုပ်ကျေးဇူးကန်းတဲ့ကောင် မြေမျိုမယ် ထွီ https://www.facebook.com/100025898853180/posts/642263829980240/?,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/615438809104364,,2020-07-18,5:55:03,https://www.facebook.com/profile.php?id=100012301668788
FALSE,သူခိုး,20200717_0014,10485,0,ထွီးနဲ့တောင်မလောက်ခွေးတိုးပေါက်သူခိုးတေ ခွေးနာတွေချီးစားရင်ဟောင်တာဒိုမပါဘူးဟေ့ ပိန်းဥတောင် ခဗျာလောမပိန်းဘူး ပိန်းဥကဥတတ်တယ်,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/151151409899075,,2020-07-18,6:15:45,https://www.facebook.com/profile.php?id=100025822081507
FALSE,စစ်အာဏာရှင်~ခွေးသား,20200717_0014,10501,0,ဟျောင့်ငလိုးမသားကြီးအဲ့တာမင်းရဲ့ပထွေးကြီးစစ်အာဏာရှင်တွေရေးဆွဲထားတဲ့၂၀၀၈ခြေဥကမင်းရဲ့ဖင်ကိုလိုးနေတာလေခွေးသားကြီးစောသန်းမြင့်ရဲ့,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/167335621500416,,2020-07-18,6:21:42,https://www.facebook.com/profile.php?id=100046099054279
FALSE,အောက်တန်းကျ,20200717_0014,10518,0,စောက်ရူးကြီးစောသန်း မြင့်တရိစ္ဆာန်ကောင်ရဲ့စောက်ခွက်ကိုသေချာကြည့် ရူးနေတာအဲ့ကောင်စောက်ခွက်ကိုသေချာကြည့် စောက်ပုမင်းအောင်လှိုင်နဲ့တရုပ်ထဲစိတ်ဓါတ်အောက်တန်းကျတာကောယုတ်မာတာကောတထပ်ထဲ...တရိစ္ဆာန်တွေကျေးဇူးမတင်ဖင်လှန်ပြနေကြတယ် ထွီး ရွံတှာ...,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/2323863777910332,,2020-07-18,6:25:11,https://www.facebook.com/profile.php?id=100046099054279
FALSE,ခွေးသား~ဖွတ်,20200717_0014,10525,0,ဖွတ်ကြီးကြီးမကြီးလိုက်တာအမီရှေကောင်ခွေးသား,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/367515717551047,,2020-07-18,6:27:08,https://www.facebook.com/profile.php?id=100041105290291
FALSE,စစ်ခွေး,20200717_0014,10535,0,သူ့အမေကို လိုးသွားလို့နေမှာပေါ့ စစ်ခွေး စစ်ထမင်းကျွေးထားလို့နေမယ်,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/799494154193255,,2020-07-18,6:29:29,https://www.facebook.com/profile.php?id=100007632037719
FALSE,ဖွတ်,20200717_0014,10552,0,စိတ်ဒက်တွေ ကတော့ ကိုမေကိုလိုးမဲ့ ကျန်းဖွတ်ရဲ့ လေသံတွေနော်,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/1189508538080516,,2020-07-18,6:35:37,https://www.facebook.com/profile.php?id=100041540419379
FALSE,ခွေးသား,20200717_0014,10578,0,ခွေးသားတွေ,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/691286701419835,,2020-07-18,6:41:08,https://www.facebook.com/profile.php?id=100053381298103
FALSE,ခွေးသား,20200717_0014,10594,0,တော်တော်တော့များသာွးပြိခွေးလိုးမသားခွေးသားငါလိုးမသား,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/286722222547078,,2020-07-18,6:47:54,https://www.facebook.com/profile.php?id=100034493977858
FALSE,စစ်အာဏာရှင်,20200717_0014,10601,0,"တရုပ်ပြည်/အိန္ဒိယပြည်မှာ မြန်မာပြည်ထက်လူမျိုကွဲ/ဘာသာကွဲ​တွေအလွန်များတယ်,​ပြောချင်တာက ကိုယ့်နိုင်ငံရဲ့ အမျိုးသား​ခေါင်း​ဆောင်ကိုတညီတညွတ်တည့်လက်ခံ,တန်ဘိုးထားကြတယ်(ဒီလိုအမြင်မကျဥ်းဘူး)ဒီလိုသာမြင်ကြစတန်းဆိုရင် (တိုင်းပြည်ပြိုကွဲရုံဘဲ)ဒါဆိုရင် စစ်အာဏာရှင်​တွေအကြိုက်​ပေါ့ ,တ​တောတကြက်ဖ ဗိုလ်လုပ်​နေကြတဲ့ တိုင်းသားလက်နက်ကိုင်​တွေအကြိုက်​ပေါ့.ဘယ်​တော့မှ လူ့အခွင့်​ရေးကို​လေးစားတဲ့ တန်းတူညီမျှတဲ့(ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရ)ဖက်ဒ​ရေနိုင်ငံဖြစ်လာမှာမဟုတ်ဘူး,လက်နက်​တွေရဲုဖိနှိပ်မှု​အောင်မှာစစ်​ဘေး,စစ်ဒါဏ်,စစ်ကျွန်ဘဝမှလွပ်လမ်းမမြင်ပါခင်ဗျာ။",,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/280441939694289,,2020-07-18,6:50:33,https://www.facebook.com/profile.php?id=1841330145
FALSE,ခွေးသား,20200717_0014,10618,0,ခွေးသား,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/2323884827908227,,2020-07-18,6:55:49,https://www.facebook.com/profile.php?id=100022488671288
FALSE,ခွေးသား,20200717_0014,10638,0,မင်မေလိုးလိုက်ခွေးသားကြီး,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/314536186432785,,2020-07-18,7:00:31,https://www.facebook.com/profile.php?id=100033532640047
FALSE,ခွေးသား,20200717_0014,10645,0,.ခွေးသာမင်းပထွေးလက်နေလပ်ရေးရူပေးဘယ်သူလဲ့ခွေးသားမင်းတို့တိုင်ရင်သားတွေကဒကယ်ဒကယ်နေရာမပေးသင်ဘူးကျေးဇူးမသိတပ်လို့,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/1666681183500867,,2020-07-18,7:01:59,https://www.facebook.com/profile.php?id=100031897727235
FALSE,ခွေးဝဲစား,20200717_0014,10651,0,အော် ခွေးရူးထက်မိုက်တဲ့ခွေးဝဲစားတွေ ဗိုလ်ချုပ်ကိုဝေဖန်နေရအောင် ဗိုလ်ချုပ်လိုအမျှော်အမြင်ရှိပြီးကိုယ်ကျိုးစွန့်အနစ်နာခံပြီးအကျိုးပြုခဲ့တဲ့ပုဂ္ဂိုလ်ကို ဉာဏ်လေးတစ်ထွာတစ်မိုက်နဲ့ဝေဖန်နေတာ ရွံစရာကောင်းပါတယ် စောသန်းမြင့်နဲ့နောက်လိုက်ခွေးများ ကိုယ့်စောက်ဆင့်ကိုယ်သိစမ်းပါ ခွေးထက်မိုက်တဲ့လူတွေ🖕🖕🖕,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/283309843107405,,2020-07-18,7:04:31,https://www.facebook.com/profile.php?id=100012323550729
FALSE,စစ်အာဏာရှင်,20200717_0014,10658,0,"ခင်ဗျားရဲ့ ထင်မြင်ယူဆချက် ခံယူချက် သဘောထား မှားနေပါတယ်လို့တော့ ကျုပ် မပြောလိုပါဘူး.. ဒါပေမယ့် မမှန်ဘူး... ဗိုလ်ချုပ်အောင်ဆန်းအပါအဝင် အာဇာနည်ခေါင်းဆောင်ကြီးတွေ ကျဆုံးပြီးနောက်ပိုင်း မြန်မာ့နိုင်ငံရေး အခင်းအကျင်း ပြည်တွင်းစစ်မီး ဝန်ကြီးချုပ် ဦးနု အုပ်ချုပ်စဉ်..  အာဏာရှင် နေဝင်း အာဏာသိမ်းပြီးတဲ့ အချိန်ကာလကစလို့ အာဏာရှင်တွေဖြစ်တဲ့ သန်းရွှေ..  ခင်ညွန့် စတဲ့ စစ်အာဏာရှင်တွေ အပါအဝင် ၂၀၁၅ NLD  ပါတီ ရွေးကောက်ပွဲ အနိုင်မရခင် ကြောင်ချီး အာဏာရှင် သိန်းစိန်လက်ထက်ထိ   မြန်မာတပြည်လုံးမှာ ဘာတွေဖြစ်ပျက်နေလဲ...???မြင်သာထင်ရှားတဲ့ ပြုပြင်ပြောင်းလဲမှု ဘာတွေဖြစ်လာသလဲ..????? တိုင်းရင်းသား လူမျိုးစုတွေဘဲ ဒုက္ခရောက်နေကြပြီး  မြန်မာလူမျိုးစု တစုကဘဲ သမ္ပတ္တိ စိုက်နေကြလို့လား???  ဗိုလ်ချုပ် ချမှတ်ခဲ့တဲ့ လမ်းစဉ်တွေကို ဘယ်သူတွေက မျက်ကွယ်ပြု လျှစ်လျှူရှု ခဲ့ကြတာလဲ..???ဒါတွေကို ဉာဏ်မျက်စိနဲ့ မြင်အောင်ကြည့်ပြီးတော့မှ ဥက္ကဌ တစ်ယောက်အနေနဲ့ ပြောသင့်တာကို ပြောရင်တော့ ပိုသဘာဝကျတာပေါ့ဗျာ..ဘာဖြစ်လို့လဲဆိုတော့ အခုအချိန်ကာလဟာ ကျေးဇူး ရှိတာ မရှိတာ ဖြစ်ခဲ့ပြီးတဲ့ အရာတွေကို ပြန်ပြောနေရမယ့် အချိန်အခါမဟုတ်တော့ဘူး... ဖျောက်မရနိုင်တဲ့ အတိတ် သမိုင်းကို အတိတ်မှာ ခဏထား..အမြင်မတူတာတွေကို ငြိမ်းချမ်းစွာ အဖြေရှာ... မင်းအောင်လှိုင် ဦးဆောင်ပြီး မတရားလုပ် ဗိုလ်ကျစိုးမိုးနေကြတဲ့ စစ်အာဏာရှင်တစု သူ့တို့တာဝန် သူတို့နားလည်အောင် လူမှန် နေရာမှန်ကို ပြန်ပို့နိုင်ရေးက မြန်မာပြည် ဘက်စုံ ဖွံ့ဖြိုးတိုးတက်မှကို မြင်တွေ့ချင်တဲ့ မြန်မာနိုင်ငံသူ/ သားတွေရဲ့ တာဝန်မဟုတ်ဘူးလား ဥက္ကဌကြီး... ဒါကြောင့်မို့ ဥက္ကဌကြီးကို ပြောချင်တာ တစ်ယောက်နဲ့ တစ်ယောက်  အမြင်မကြည်လင်အောင် သွေးကွဲနိုင်မယ့် စကားတွေကိုပြောနေမယ့်အစား တိုင်းပြည်ဖွံဖြိုးတိုးတက်အောင် ကျရာ အခန်းကဏ္ဍကနေ ဘယ်လို ပါဝင် ကူညီဆောင်ရွက်ရမယ်ဆိုတာကိုဘဲ အဓိကထား စဉ်းစားရင် ပိုပြီး မသင့်တော်ဘူးလား..??? နောက်တခု ဥက္ကဌကြီးကို ပြောချင်တာ အထက်တန်းကျတဲ့ နိုင်ငံရေးသမားဆိုတာ မိမိဖြစ်ချင်တဲ့ အတ္တကို ရှေ့တန်းတင်ပြီး စကားတလုံးကို ငါ့စကား နွားရ ပြောဆိုလို့မရဘူး... That is why ,  think first before you speak , because of we are not sick men since 1988/89.",,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/691288364753002,,2020-07-18,7:05:55,https://www.facebook.com/profile.php?id=100043765785814
FALSE,အစွန်းရောက်,20200717_0014,10664,0,သွားပြီ... ၁၉၄၇ လုပ်ကြံခံရလို့ လုပ်မပေးနိုင်တာ.. ဗိုလ်ချုပ်မရှိလို့ ပေါက်ကရဖြစ်တာ ပြောရရင် ရွှေတောင်ကြီး ပြိုတာဟဲ့ ငပိန်းရဲ့.. ပြောတဲ့ပုံက အစွန်းရောက် ဗကပ အယူအဆနဲ့..  ကြီးပွားအုန်းမယ်..,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/301881437685825,,2020-07-18,7:06:39,https://www.facebook.com/profile.php?id=100005166547794
FALSE,ခွေးသား,20200717_0014,10739,0,ခွေးသားလူစကားမပြောဘူးခများအကောက်ထထဲဝင်ကြည်လိုက်အုံးခွေးဖြစ်နေပီနောက်အိုက်လိုစကားပြောကြည့်သက်မှာ,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/1189530491411654,,2020-07-18,7:25:18,https://www.facebook.com/profile.php?id=100041057227503
FALSE,ခွေးဝဲစား,20200717_0014,10783,0,ခွေးဝဲစား ပြောဆိုပုံများ,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/301897384350897,,2020-07-18,7:42:00,https://www.facebook.com/profile.php?id=100009750551501
FALSE,ခွေးသား,20200717_0014,10796,0,မအေလိုးခွေးသားလီးစကာတွေမပြေားနဲ,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/285872729389479,,2020-07-18,7:47:42,https://www.facebook.com/profile.php?id=100033467289482
FALSE,ခွေးသား,20200717_0014,10826,0,ဒါပဲ့ပြောမယ် ခွေးသား,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/709743526486362,,2020-07-18,7:55:24,https://www.facebook.com/profile.php?id=100008984929114
FALSE,ခွေးသား,20200717_0014,10827,0,ခင်ဗျာက ခွေးသားလေးလားကွယ်ပြောတတ်လိုက်သာ...,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/652599205341226,,2020-07-18,7:55:32,https://www.facebook.com/profile.php?id=100014842653782
FALSE,ကြံ့ဖွတ်~ခွေးသား,20200717_0014,10837,0,မင်းအာ့စကားတေကိုမင်းပထွေးတပ်ကကောင်တေကြံ့ဖွတ်တေကငွေဘယ်လောက်ပေးလို့ပြောနေတာလဲ မင်းလိပ်စာလေး တစ်ချက်လောက်ပေးပါ မင်းနားလယ်အောင်ငါလာရှင်းပြပါ့မယ်ခွေးသား,,,,,,,https://www.facebook.com/AKonThiNEWS/posts/1274629409554275,https://www.exportcomments.com/done/f520bdbb-c711-485e-9b8a-4dea2d4a2023/preview/113296170300796,,2020-07-18,7:57:28,https://www.facebook.com/profile.php?id=100046345819029
